id,left_sel,right_sel,gb_size,time_ms
"min:cases:countriesandterritories:daterep:2020-01-09:2020-02-17",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-05:2020-02-19",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-08:2020-02-19",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-22:2020-02-19",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-15:2020-02-23",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-08:2020-02-25",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-16:2020-02-27",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-27:2020-02-28",0.0033359888468432585,0.0033359888468432585,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-20:2020-03-04",0.0033359888468432585,0.002290380402310297,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-14:2020-03-17",0.0033359888468432585,0.00687114120693089,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-09:2020-03-18",0.0033359888468432585,0.0070703047201752635,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-29:2020-03-19",0.0033359888468432585,0.007418840868352918,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-10:2020-03-19",0.003136825333598885,0.007418840868352918,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-17:2020-03-23",0.0033359888468432585,0.00891256721768572,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-03:2020-03-29",0.0020414260107548296,0.009709221270663215,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-19:2020-03-30",0.0033359888468432585,0.009709221270663215,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-01:2020-04-02",0.0033359888468432585,0.009958175662218682,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-10:2020-04-03",0.003136825333598885,0.010007966540529776,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-30:2020-04-03",0.009709221270663215,0.010007966540529776,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-29:2020-04-08",0.009709221270663215,0.010107548297151962,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-24:2020-04-09",0.0033359888468432585,0.010157339175463055,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-07:2020-04-11",0.0033359888468432585,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-07:2020-04-14",0.0033359888468432585,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-14:2020-04-14",0.0033359888468432585,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-27:2020-04-16",0.0033359888468432585,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-05:2020-04-17",0.0033359888468432585,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-28:2020-04-18",0.009709221270663215,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-04-17:2020-04-19",0.010207130053774148,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-15:2020-04-25",0.006024696275642302,0.010207130053774148,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-12:2020-04-26",0.0033359888468432585,0.010256920932085242,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-19:2020-04-29",0.0033359888468432585,0.010256920932085242,210,2.0
"min:cases:countriesandterritories:daterep:2019-12-31:2020-05-04",0.0033359888468432585,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-28:2020-05-04",0.0033359888468432585,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-04-14:2020-05-05",0.010207130053774148,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-02:2020-05-07",0.0033359888468432585,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-05-01:2020-05-09",0.010306711810396335,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-02:2020-05-11",0.0033359888468432585,0.010356502688707428,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-29:2020-05-16",0.0033359888468432585,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-12:2020-05-16",0.0033359888468432585,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-23:2020-05-17",0.00891256721768572,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-02-11:2020-05-21",0.0033359888468432585,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-17:2020-05-22",0.00687114120693089,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-01-07:2020-05-25",0.0033359888468432585,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-03-12:2020-05-25",0.004431388169687313,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-04-11:2020-05-25",0.010207130053774148,0.010406293567018523,210,2.0
"min:cases:countriesandterritories:daterep:2020-05-19:2020-05-28",0.010406293567018523,0.010406293567018523,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-07:2020-01-25",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-08:2020-02-10",0.0033359888468432585,0.0033359888468432585,210,3.0
"max:cases:countriesandterritories:daterep:2020-01-04:2020-02-12",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-06:2020-02-13",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-07:2020-02-17",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-11:2020-02-21",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2019-12-31:2020-02-22",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-29:2020-02-25",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-04:2020-02-25",0.0033359888468432585,0.0033359888468432585,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-06:2020-03-07",0.0033359888468432585,0.0032364070902210717,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-29:2020-03-09",0.0033359888468432585,0.003186616211909978,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-11:2020-03-12",0.0038338976299541923,0.004431388169687313,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-07:2020-03-14",0.0033359888468432585,0.0047799243178649675,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-21:2020-03-17",0.0033359888468432585,0.00687114120693089,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-12:2020-03-18",0.0033359888468432585,0.0070703047201752635,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-20:2020-03-20",0.0033359888468432585,0.008115913164708225,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-26:2020-03-21",0.0033359888468432585,0.008514240191196972,210,2.0
"max:cases:countriesandterritories:daterep:2020-03-16:2020-03-21",0.006373232423819956,0.008514240191196972,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-01:2020-03-22",0.0033359888468432585,0.008713403704441347,210,2.0
"max:cases:countriesandterritories:daterep:2020-01-25:2020-03-23",0.0033359888468432585,0.00891256721768572,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-16:2020-03-23",0.0033359888468432585,0.00891256721768572,210,2.0
"max:cases:countriesandterritories:daterep:2020-02-18:2020-03-24",0.0033359888468432585,0.009161521609241188,210,2.0
